"title","frequency"
"(1998-11-23)",1
"(1999-02-11)",1
"(1999-06-22)",1
"(1999-09-20)",1
"(1999-10-03)",1
"(2000-01-11)",1
"(2000-11-16)",1
"(2001-01-02)",1
"(2001-02-22)",1
"(2001-05-13)",1
"(2001-05-26)",1
"(2001-12-10)",1
"(2002-02-15)",1
"(2002-03-09)",1
"(2002-03-14)",1
"(2002-04-26)",1
"(2002-05-04)",1
"(2002-06-24)",1
"(2002-09-15)",1
"(2002-10-31)",1
"(2002-12-18)",1
"(2003-01-30)",1
"(2003-02-26)",1
"(2003-05-24)",1
"(2003-10-31)",1
"(2004-05-16)",1
"(2004-06-02)",1
"(2004-06-09)",1
"(2004-09-10)",1
"(2004-09-30)",1
"(2004-11-04)",1
"(2005-02-23)",1
"(2005-04-29)",1
"(2005-05-05)",1
"(2005-07-18)",1
"(2005-10-11)",1
"(2005-12-18)",1
"(2006-01-18)",1
"(2006-03-18)",1
"(2006-04-03)",1
"(2006-06-13)",1
"(2006-06-14)",1
"(2006-07-14)",1
"(2006-07-23)",1
"(2006-07-24)",1
"(2006-08-23)",1
"(2006-10-02)",1
"(2006-11-06)",1
"(2006-11-17)",1
"(2007-04-10)",1
"(2008-02-07)",1
"(2008-03-07)",1
"(2008-04-24)",1
"(2008-05-28)",1
"(2008-09-03)",1
"(2008-10-24)",1
"(2008-12-06)",1
"(2009-01-28)",1
"(2009-04-30)",1
"(2009-09-21)",1
"(2009-12-14)",1
"(2010-01-06)",1
"(2010-01-07)",1
"(2010-06-09)",1
"(2010-08-24)",1
"(2010-12-02)",1
"(2011-04-25)",1
"(2011-08-15)",1
"(2011-08-21)",1
"(2011-09-30)",1
"(2011-11-06)",1
"(2011-12-16)",1
"(2012-01-18)",1
"(2012-03-17)",1
"(2012-06-05)",1
"(2012-06-24)",1
"(2012-07-01)",1
"(2012-08-06)",1
"(2012-10-11)",1
"(2012-10-24)",1
"(2012-10-30)",1
"(2012-11-08)",1
"(2012-11-16)",1
"(2012-12-03)",1
"(2013-05-09)",1
"(2013-05-22)",1
"(Entre nous)",1
"¿Lista?",1
"10 Years + 10 Minutes",1
"1949 Army-Navy Game",1
"2001 Lady of Soul Awards",1
"27",1
"3-D is Awesome",1
"3eme B, 4eme gauche",1
"7 Bijliyaan",1
"7.62",1
"A bárány utolsó megkísértése",1
"A Cure for Gout",1
"A Estrada das Perdidas",1
"A Fable",1
"A Galaxy of Stars",1
"A Hot Dog Program",1
"A Little Learning",1
"A Living Room Inspired by Moroccan Accents",1
"A Lurking Doubt",1
"A Perilous Ride",1
"A Place in the World",1
"A Sentimental Object",1
"A Tale of Tanglewood",1
"A Taste of Champagne",1
"A Wake in 'Hell's Kitchen'",1
"A Witch Without a Broom",1
"Abandon",1
"Abe's Manhood",1
"Accidental Hero/Untied",1
"Acción de Policías",1
"Ach Luise",1
"ADDicted",1
"Adi",1
"Advent",1
"Aemerge",1
"Agnès",1
"Air Attack",1
"Alicia Minshew",1
"All Set",1
"All Together Now: A Celebration of Service",1
"Alm Kabarett",1
"Always a Blonde",1
"Alyoshkina okhota",1
"Amadi",1
"Amigos secretos",1
"An Unexplained Murder",1
"Anal Angel",1
"Anal Cavity Search",1
"Angelina Quintas Shoots Her Latest Music Video in Their Neighborhood",1
"Angst",1
"Apartment Complex",1
"Aphrodite's Mirror",1
"Appointment with Crime",1
"Aquarium for Your Home: Saltwater Reef",1
"Are wa dare?",1
"Army of Frankensteins",1
"Arte e devozione",1
"Ass Parade 12",1
"Au sens propre",1
"Auf der Flucht",1
"Aussage gegen Aussage",1
"Auto nuevo, Vida nueva?",1
"Baby Got Family",1
"Bad News",1
"Battle of Medak Pocket",1
"Beans",1
"Beautiful Creatures",1
"Behind the Film: Zombibi's Gore Effects",1
"Bikal",1
"Boardwalk Blowups",1
"Bob Holness",1
"Boiling Point",1
"Boys Will Be Boys",1
"Brian Williams",1
"Broken Home",1
"Brutal Attacks and Sex Crimes... Caught on Tape!",1
"Buckaroo from Powder River",1
"Bugatti Barn Find",1
"Burning Rage/Fallen Soldier",1
"Camryn Manheim",1
"Can't Buy Me Love",1
"Capítulo 166",1
"Cara a Cara",1
"Carry on Smoking",1
"Cast and Crew Meal",1
"Chalk and Cheese",1
"ChatGirl TV",1
"Checkers",1
"Cheer Pressure",1
"Christmas Special",1
"Cigars of the Pharaoh: Part 1",1
"Cilla's World of Comedy",1
"Ciné6",1
"Clean",1
"Club Disney",1
"CMT Top 20 Countdown",1
"Cometh the Hour, Cometh the Man",1
"Comic Charades",1
"Comienza el misterio",1
"Coming Out",1
"Comme dans un miroir",1
"Concrete Dove",1
"Condemned",1
"Confidential",1
"Cop Out, Furry Vengeance",1
"Corvette ZR1",1
"Country House",1
"Crazy Hobo Works Out",1
"Creepin'",1
"Crisis in the Atmosphere",1
"Ctvrté semifinále",1
"Cum Slingers",1
"Daisy",1
"Dark Knight Rises",1
"Dasshutsu!! Kaitei Kazan Daibakuhatsu",1
"Dateless Divas",1
"Dazed and Confused #4",1
"Dead Air",1
"Dead and Married",1
"Debitoren Creditoren - Spaß machen",1
"Decisions, Decisions, Decisions...",1
"Defeat the earthquake",1
"Deja Fugitive",1
"Diamonds Are a Ghouls Best Friend",1
"Die Jesustafel",1
"Die traurige Witwe",1
"Dig for Treasure",1
"Dinosauerne",1
"Disneyland, Universal Studios, & Sea World",1
"Documentaries Out of Context Make People Seem Crazy",1
"Dojinante: The Great Steed?",1
"Duty Bound",1
"Eden",1
"El piloto",1
"Elbow to Elbow",1
"Electra",1
"Embrouille",1
"Erbschaften",1
"Falling Cherry Blossoms: The Mysterious Gang of Five: Part 1",1
"Familie Zabel 1970",1
"Family Ties",1
"Fartowny dzien",1
"Fast Food Killer",1
"Fate Accompli",1
"Fathers",1
"First Duel in the Sky: Yugi vs. Dark Bakura",1
"Flotando en el viento",1
"Folhas Caídas",1
"Following Their Hearts to Chester County, Penn.",1
"Fontana/Providence/Kansas City",1
"Første parket til vielsen",1
"Four for Dinner",1
"Four More Years",1
"Freddie's Heroes",1
"Friendship",1
"From Mud Dog",1
"Fuck Me",1
"Fuel for Life",1
"Fungus Among Us/Ground Bound",1
"Furia",1
"Furin",1
"Furtuna",1
"Galiyon Ka Badshah",1
"Gambe d'oro",1
"Gambit",1
"Gears of War 3",1
"Gee",1
"Gekiryu",1
"Gelijk",1
"Geoffrey Canada",1
"George Best",1
"Georges Perec: Lire-traduire",1
"Gho Mala Asala Hawa",1
"Giant Ogre of the Forbidden Tower",1
"Gigant",1
"Giliw ko",1
"Ging chat goo si",1
"Ginga tetsudô Three-Nine",1
"Gipnotizer",1
"Giving Back and Giving In",1
"Glass Pleasure",1
"Gli altri racconti di Canterbury",1
"Gobasutaraio Gakin",1
"Golden Elliot",1
"Golden Globes Red Carpet Live",1
"Golpher's Getaway",1
"Good Neighbor Sam",1
"Goodbye, Columbus",1
"Gran Final Parte 2",1
"Grandir",1
"Guardaspalle",1
"Gun Play",1
"HAARP Attack",1
"Habsburgs bürgerliche Krone",1
"Handlebars",1
"Handsome Devil",1
"Happy Tears",1
"Harry S. Truman: Samurai Detective",1
"Harry Tells Dex How It Is",1
"Have Glove, Will Travel",1
"Haydi gençlik hop hop hop",1
"He's Heavy, He's My Brother",1
"He's Not Heavy, He's My Brother",1
"Heavy Load",1
"Heiligabend",1
"Heitai gakkou",1
"Hell's Half Hectare",1
"Henk Elsink",1
"Her i København: Dengang - og nu",1
"Her Last Affaire",1
"Héroïnes malgré elles",1
"Hesapta bu yoktu",1
"Hexenjagd im Namen Gottes - In den Folterkellern der Inquisition",1
"Hey Kids! Amazing Space Monkeys/The Blorp",1
"High Speed Rails",1
"Him gok",1
"His and Hers",1
"His Majesty the Sultan of Morocco",1
"His Masterpiece",1
"Historien om en mand",1
"Hitlers Österreich",1
"Hollyoaks: Breaking Boundaries",1
"Hollywood X-posed",1
"Homecoming with Rick Reilly",1
"Horse Fair at Llangollen",1
"Hospitalité corse",1
"Hot Dad's First Save",1
"Hot House",1
"Hot Rod",1
"Hotel Mirage",1
"Hour 1",1
"How to Defeat Your Own Clone",1
"HuffPost Live",1
"Huge Harry and the Institute of Artificial Art",1
"Hvalernes færden",1
"I'm a Comic",1
"I'm an Actress!",1
"I Met My Love Again",1
"I Mobster",1
"Ich, Thomas Müntzer, Sichel Gottes",1
"If It Smells Like a Rat, Give It Cheese",1
"Il paese delle spose infelici",1
"Il saggio Ogniguscio",1
"Imprint",1
"In Search of Gusty Spence",1
"In the Loop",1
"In the Name of the Son",1
"In Times of War: Stories of Colorado Veterans",1
"In with the Flynns",1
"In Women's Hands",1
"In Your Dreams",1
"Indonesia",1
"Inertia",1
"Infinitely Reasonable: Science Revises the Heavens",1
"Insecurity",1
"Instrumental",1
"Interactive Sex with Bree Olson",1
"Interstate 5",1
"Interview with Kaneto Shindo",1
"Intruder",1
"Iris",1
"Is het lamsvlees?",1
"It's a Hard Sell",1
"It's Time We Talked",1
"Italia Garcia: Dream Activist",1
"iWant to Date Freddie",1
"Jackie Chan",1
"Jackie Onassis",1
"Jagathon",1
"Jared Allen, A.J. Hawk and Cortland Finnegan",1
"Je me souviens pas",1
"Jeevan Naya",1
"Jenny Brant",1
"Jeremy Hardy vs. the Israeli Army",1
"Jerome Groopman",1
"Jesus Lopez Hernandez - Ginebra",1
"Jeunesse",1
"Jiao huo",1
"Jigoku no gotoku kuru oshiku",1
"Jikû keisatsu Part 4",1
"Jiyuan qiaohe",1
"Jody Watley/Lucha Vavoom",1
"Johann Mouse",1
"John's New Suit; or, Why He Didn't Go to Church",1
"Johnny West",1
"Jonny Roova",1
"Joonatanilla on kiero oljenkorsi kukkarossa",1
"Jos jedno selo",1
"Jose Canseco's Baseball Camp",1
"Josei no tatakai",1
"Joseph Smith: The Man",1
"Journey: A Journey to the Heart of the Journey",1
"Jubilee Singers: Sacrifice and Glory",1
"Judgment Day: The Ellie Nesler Story",1
"Juhani on kuumeessa",1
"Julstrul med Staffan & Bengt",1
"Jump the Gun",1
"June Whitfield",1
"Juno und der Pfau",1
"Just a Minute",1
"Kaana Kanmani",1
"Kaarten op tafel",1
"Kaerimichi",1
"Kai sta dika sas",1
"Kamen Rider Blade: Blade vs. Blade",1
"Kannu Pada Poguthaiya",1
"Kantsubaki",1
"Kapi, vode, ratnici",1
"Kara günes",1
"Karim et Sala",1
"Katrin und Wladimir",1
"Keine Zukunft für die Rente - Sind die Alten die Dummen?",1
"Kelly Bounces Back",1
"Kelly the Coed 18: Road Trip",1
"Khleb detstva moyego",1
"Khmeli tsipeli",1
"Khoon Aur Paani",1
"Kid",1
"Kids in the Hall: Brain Candy",1
"Kidsongs: Billy's Birthday",1
"Kill Girl Kill",1
"Kilukkam Kilukilukkam",1
"Kinderprison/Each Sold Evilly",1
"Kingsley's Adventure",1
"Kinkonshiki",1
"Kirpichiki",1
"Kiseye Berendj",1
"Kittur Chennamma",1
"Klavecimbelconcert",1
"Knock, Knock",1
"Knocking on the Door: Music and Talent",1
"Kôkyû himitsu club: The hisho-shitsu",1
"Kolosok",1
"Konchina",1
"Konga Yo",1
"Kongo",1
"Kore de Kecchaku da!!",1
"Kosmet 1959",1
"Kostyor bessmertiya",1
"Kôto no ue no akuma",1
"Kun mä sinut kohtasin",1
"Kung Foo Sally",1
"Kyô kara maô! R: Ai no otome",1
"L'absente",1
"L'ange de l'abîme",1
"L'épreuve",1
"L'esercito più pazzo del mondo",1
"L'évangile selon Aîmé",1
"L'île bleue",1
"L'oreille",1
"La cage aux folles",1
"La cherté des vivres",1
"La clínica loca",1
"La conquête d'un coeur",1
"La costruzione delle locomotive",1
"La fuga",1
"La Gaita",1
"La grande scrofa nera",1
"La nonna Sabella",1
"La patrulla chiflada",1
"La pluie et le beau temps",1
"La poule",1
"La poupée",1
"La reina del mate",1
"La sensation",1
"La signorina dell'altro mondo",1
"La Stanza dei Bottoni",1
"La strana voglia",1
"La tête et les jambes",1
"La trovata della signora Lydia",1
"La trovata di Pierino",1
"La vera vittoria",1
"Lac Taureau",1
"Ladies Loos",1
"Lancaster",1
"Lara Croft",1
"Latin American Women Artists",1
"Laura Comstock's Bag-Punching Dog",1
"Lawstorant",1
"Le dossier boîte aux lettres",1
"Le film à venir",1
"Le parapluie",1
"Le pari",1
"Le petit poucet",1
"Le porte-bonheur",1
"Le procès de Shamgorod",1
"Le sang du renard",1
"Le sorcier arabe",1
"Left Holding the Bag",1
"Les 4 fusillés du Kremlin Bicêtre",1
"Les amours imaginaires",1
"Les anges gardiens de la ville rose",1
"Les chères images",1
"Les habits neufs du gouverneur",1
"Les mains au dos",1
"Les tortues ne meurent pas de vieillesse",1
"Lest Ye Be Judged",1
"Let's Dance",1
"Let's Get Physical",1
"Lettres d'une mère à son fils",1
"Lez Be Honest",1
"Li Zi Chang huo hua",1
"Life and Death in New Jersey",1
"Life Is More Than Moose and Sunshine",1
"Life of Lemon",1
"Lifesize",1
"Lights, Camera, Distraction!/Fish & Chip Off the Old Block",1
"Like Mother Made",1
"Lincoln, the Lover",1
"Linkin Park: Frat Party at the Pankake Festival",1
"Lisetta Carmi, un'anima in cammino",1
"Listen to the Heartbeat",1
"Little Dorrit",1
"Little Dreamer",1
"Little Eden",1
"Little Green Robin Hood",1
"Live at Bonnaroo 2010",1
"Live by Request: Michael Bolton",1
"Live Now - Pay Later",1
"Live Show 9",1
"Living with Lava",1
"Lo",1
"Lockdown, USA",1
"LOIS: Pretty Girl",1
"Lolita: A Perverted Girl",1
"Lördagen den 5.10",1
"Los campeones justicieros",1
"Los gringos",1
"Los miserables",1
"Los misterios de Buenos Aires",1
"Los que pueden, no quieren; los que no pueden, quieren",1
"Los yshyr de Karchavalut",1
"Lost Monday",1
"Love and Locksmiths",1
"Love and Sacrifice",1
"Love for Dogs",1
"Love Hurts",1
"Love Rules",1
"Love Story",2
"Loving Spoonfuls",1
"Lucky Loser",1
"Lunch Meat",1
"Lust & Play",1
"Luz de redención",1
"Lyddie",1
"Ma vie est mon vidéo-clip préféré",1
"Mad(drag)ness",1
"Mael Lambong",1
"Magpie",1
"Making the Single: Part B",1
"Making Toast with You",1
"Maleteros",1
"Malombra",1
"Maloof Money Cup",1
"Maluco e Mágico",1
"Mamang Sorbetero",1
"Man of Courage",1
"Margaret, Non-Pro",1
"Max",1
"Member of the Wedding",1
"Mibu no koiuta",1
"Michelle Krehl",1
"Mindbender",1
"Mister Abominable",1
"Mob Scene",1
"Models in the City",1
"Monsters Among Us",1
"Morder og etterforsker",1
"Mothers",1
"Movie News",1
"Mr. Thompson",1
"Mysterious Egg!",1
"Mysterious Ways",1
"Narusavanje",1
"Nationals: Part 2",1
"New York Jets at Denver Broncos",1
"Nonoy Can't Accept That His Parents Are Dead",1
"Northern California Unit",1
"Not a Bite to Eat",1
"Nurse Is a Feminine Noun",1
"Nyugodt vasárnap",1
"OMG, He's Here",1
"On the Fence",1
"On the Road Again",1
"Orfu II",1
"Orlando",1
"Oshare dorobou kouhen",1
"Partners in Danger Chapter 2: The Cat",1
"Pascoe's Principles",1
"Paul Thomas Anderson/Aimee Mann",1
"Paula, Bailarina",1
"Peril in Paris",1
"Perthshire",1
"Petits et grands voyous",1
"Pilot",2
"Pint Size Surprise for the Guys",1
"Pizza Boy in No Tip",1
"Plateno i preplateno",1
"Police",1
"Portrait of Fleur",1
"Potential Energy",1
"Powerplay",1
"President Juan Decides to Cancel the Mega Philippines Project",1
"Project 77",1
"Public Displays of Rejection",1
"Punch",1
"Puro yakyû wo tsukutta otoko tachi",1
"Quarter-finals: Italy vs France",1
"Race the Laser Tank",1
"Radio",1
"Read Any Good Books Lately?",1
"Recadrage",1
"Reggie Jackson",1
"Released",1
"Ribolovna zona",1
"Rich Man's World",1
"Robert Lindsay",1
"Roger Corman",1
"Roy's Separation",1
"Russel Crowe",1
"Save the Rat Pack!/Save the Fiddler Crab!",1
"Saving Sebastian/Tuff Love",1
"Scare Easy",1
"School for Girls",1
"Screwdriver",1
"Search and Rescue",1
"Season Finale - Ladies and Gentlemen, Start Your Engines",1
"Seasquanch",1
"See You at the Crossroads",1
"Seikkailija Saku",1
"Sherman's March to the Sea",1
"Shinsei sengoku kiyosumi",1
"Shiruku yabure kabure",1
"Sigue, sigue Plàstic",1
"Sink or Swim",1
"Skatten på Bråtehus",1
"Slammin' Stop",1
"Smash Hits",1
"Snøballkrigen",1
"Snuggie Sex",1
"Sonic R Is the Best Game Eva",1
"Sôshitsu",1
"Sospetti 2",1
"South by Southeast",1
"Starmania",1
"Stefan ist weg!",1
"Strandkorb 421",1
"Stratusphere",1
"Street Patrol #3",1
"Superflyer",1
"Supergirl",1
"Suspicion",1
"Suteikuauto Toraburu",1
"Suzu",1
"SWAT",1
"Sydney's Mom",1
"Tail on Him",1
"Talking to a Stranger 2: No Skill or Special Knowledge Is Required",1
"Tanya Dwyer",1
"Target Women Super Special",1
"Télé-Pirate",1
"Thank God for Jaundice",1
"The Ascent of Alfred Fishkettle",1
"The Autolympics/The Delivery Service/The Infiltrator",1
"The Battle for Gold",1
"The Big Kiss-Off",1
"The Blue Planet",1
"The Bright Side",1
"The Champion",1
"The Classics",1
"The Code: Life with the HSBC Waratahs",1
"The Conservative Lorax",1
"The Cross Draw Kid",1
"The Day I Met Frank Gifford",1
"The Dead Zone",1
"The Endz",1
"The Escape",1
"The Evil That Lies Within, Day 1",1
"The Fledgling",1
"The Game Plan",1
"The Godfather",1
"The Greenhouse",1
"The Hairy Bikers' Food Tour of Britain",1
"The Liberty Belle",1
"The Lies Have It",1
"The Life Seekers",1
"The Loch Ness Monster",1
"The Making of a Trial Attorney",1
"The Missing Cheese: Part 2",1
"The Music Lovers",1
"The National Screen Service",1
"The New Girl",1
"The Other Side of the Coin",1
"The Placer",1
"The Point of No Return",1
"The Protest",1
"The Reunion",1
"The Ring Leader",1
"The Rivalry",1
"The Rivals",1
"The Rugby Club",1
"The Sacred Jewel Maker: Part 2",1
"The Saint of Concrete Canyon: Part 2",1
"The Season of Divorce",1
"The Sensational Six",1
"The Significant Music Box: Part 2",1
"The Space Wanderer",1
"The Terrible Triumph of Dr. Octopus/Magic Malice",1
"The Thing from the Grave",1
"The Three Keys",1
"The Title Is a Drawing",1
"The Tommy Steele Show",1
"The True Confessions of Henry Pell",1
"The Ultimate Grilled Cheese",1
"The War Behind the Wire",1
"The Watcher",1
"The Wolves of Willoughby Chase: Part 1 - An Attack by the Wolves",1
"The Young Criminal",1
"Theatre Royal, Drury Lane",1
"Theatricals",1
"Theo Von",1
"They Loved Me Tonight Didn't They?",1
"Three of a Kind",1
"Time Is Running Out for Enzo and Jonas Is Still in Pain",1
"Time Stands Still",1
"Tko laze, nek to odmah kaze!",1
"To Flea or Not to Flea/Eddy's Sleepover",1
"Tonight with Richard Madeley and Judy Finnigan",1
"Too Little, Too Late",1
"Toon TV",1
"Topic Hint: Meta!",1
"Tune on a Bent Trumpet: Part 2",1
"Tutti i battiti del mio cuore",1
"Twin Hearts",1
"Two Cubes",1
"Ultimate Access",1
"Ultimate Beef Tacos",1
"Um por Todos, Todos por Um",1
"Underground Ambush",1
"Underground City",1
"Urgence critique",1
"Useless Charley",1
"Vallery's Secret",1
"Vera am Mittag",1
"Viewfinder",1
"Vikki Carr & Her Boyfriends",1
"Violences illégitimes",1
"Visions of the Future",1
"Visitors from Beyond the Stars",1
"Warriors",1
"Warten auf Gast Nr.1",1
"We Pick the Winners: NFL Week 14",1
"Week #6",1
"Westside",1
"What Sank the Kursk?",1
"Wheel Into the New Year: Game 5",1
"Who Is She?",1
"Whodunit",1
"Why Can't We Get a Camel?",1
"Why Is There Something Rather Than Nothing?",1
"Wild Oats",1
"Wild Things",1
"Wishes Do Come True with Wako Wako (Finale)",1
"Wishy Washy/Do You Know the Muffin Man?",1
"Words and Music",1
"World's Worst Photo Shoot",1
"Would You Look at Them Smashing all Those Lovely Windows?",1
"Yhtä suurta perhettä",1
"Z@ppdelict met Ralf Mackenbach",1
"Zaproszenie do kina",1
"Zetsubô no An'un: Saishû Sanbusaku Tsû",1
"Zombie Love Song",1
